	Negative	Positive	TotalFreq
uncountable	0	1	1
uncovered	0	1	1
uncross	0	1	1
uncrustable	0	1	1
uncs	0	1	1
uncy	2	0	2
und	1	4	5
unday	0	1	1
unde	0	2	2
undead	2	1	3
undecided	1	0	1
undefeated	1	1	2
undefined	1	0	1
undeleted	1	0	1
undeniable	1	0	1
under	77	47	124
underage	2	0	2
underbelly	1	1	2
undercover	0	2	2
undercurrent	0	1	1
underdog	1	2	3
underdrawn	1	0	1
underestimate	0	1	1
underestimated	1	0	1
underexposed	0	1	1
undergarments	1	0	1
undergoing	0	1	1
undergrad	0	1	1
undergrads	0	1	1
underground	4	1	5
underhouse	1	0	1
underneath	1	3	4
underoos	1	0	1
underpaid	1	0	1
underpants	1	0	1
underrated	1	2	3
undersatand	1	0	1
undersatnd	0	1	1
underside	2	0	2
understand	77	50	127
understandable	1	2	3
understandably	1	0	1
understanding	5	3	8
understands	4	1	5
understatement	1	1	2
understood	4	2	6
underwater	2	0	2
underwear	4	7	11
underworld	1	1	2
undestand	1	0	1
undies	0	1	1
undiscovered	0	1	1
undisputed	1	0	1
undo	2	0	2
undress	0	1	1
undstd	0	1	1
undying	0	1	1
une	1	1	2
unearth	0	1	1
uneasy	2	0	2
uneaten	1	0	1
unecessary	1	0	1
unedited	1	0	1
unemployable	0	1	1
unemployed	7	0	7
unemployeed	1	0	1
unemployment	5	0	5
unequivocally	1	0	1
unethical	1	0	1
uneven	1	0	1
uneventful	0	1	1
unexciting	1	0	1
unexpectadly	1	0	1
unexpected	3	7	10
unexpectedly	3	1	4
unexplainable	0	1	1
unexplained	0	1	1
unfair	19	1	20
unfairrrrrr	1	0	1
unfaithful	1	0	1
unfamiliar	0	2	2
unfinished	4	1	5
unfold	0	1	1
unfollow	11	7	18
unfollowanyonewho	0	1	1
unfollowcweb	0	1	1
unfollowdiddy	1	1	2
unfollowdwighthoward	1	0	1
unfollowed	5	1	6
unfollows	0	1	1
unforch	1	0	1
unforgettable	0	1	1
unforgivable	1	1	2
unforgiveable	1	0	1
unforgiven	0	1	1
unforgiving	1	0	1
unforseen	1	0	1
unfortenately	1	0	1
unfortuantely	2	0	2
unfortuently	1	0	1
unfortunalty	1	0	1
unfortunate	2	3	5
unfortunately	115	13	128
unfortunatley	1	0	1
unfortunatly	5	2	7
unfortunetly	3	0	3
unforturnately	1	0	1
unfotunately	2	0	2
unfreeze	1	0	1
ung	0	1	1
ungently	1	0	1
ungodly	1	1	2
ungrateful	1	1	2
ungrounded	1	1	2
unhappily	1	0	1
unhappy	17	2	19
unhealthy	5	1	6
unheard	0	1	1
unhesitatingly	0	1	1
unhinged	0	1	1
uni	33	25	58
unibody	1	1	2
unicorn	0	3	3
unicorns	2	1	3
unicum	0	1	1
unicurd	0	1	1
unicycle	1	0	1
unification	0	1	1
uniform	10	6	16
unimaginable	1	0	1
unimpressed	3	0	3
uninform	1	0	1
uninhibited	0	1	1
uninspired	2	1	3
uninstaling	1	0	1
uninstall	1	1	2
uninstalled	3	0	3
uninstalling	1	0	1
unintended	0	1	1
uninteresting	1	2	3
uninterupted	1	0	1
unintuitive	1	0	1
uninvited	1	2	3
union	4	5	9
uniqlo	1	0	1
unique	1	14	15
uniquely	0	1	1
unisex	0	2	2
unisom	1	0	1
unit	8	4	12
unite	2	4	6
united	10	11	21
unitedone	0	1	1
unity	0	1	1
univercity	0	1	1
univerese	0	1	1
univers	0	1	1
universal	2	3	5
universe	4	18	22
universities	1	0	1
university	21	10	31
univision	0	1	1
unix	1	1	2
unjust	1	0	1
unkind	2	0	2
unknowingly	1	0	1
unknown	8	4	12
unleash	0	2	2
unless	34	31	65
unlike	2	5	7
unlikely	1	2	3
unlimited	2	5	7
unload	1	0	1
unloaded	1	0	1
unloading	1	0	1
unlock	1	0	1
unlocked	3	1	4
unlocker	1	0	1
unlocking	1	0	1
unlocks	0	2	2
unloved	9	0	9
unltras	1	0	1
unlucky	6	1	7
unmasked	2	0	2
unmistakeable	1	0	1
unmotivated	4	0	4
unmount	1	0	1
unnamed	0	1	1
unneccecary	1	0	1
unnecessarily	1	1	2
unnecessary	1	1	2
uno	2	3	5
unofficially	1	0	1
unopened	0	1	1
unorganised	1	0	1
unpack	2	1	3
unpacked	2	0	2
unpackin	1	0	1
unpacking	5	7	12
unpaid	5	1	6
unplanned	0	1	1
unpleasant	5	0	5
unpleasantly	1	0	1
unplug	2	1	3
unplugged	1	1	2
unplugging	1	1	2
unpopular	1	0	1
unprayed	0	1	1
unpredictably	1	0	1
unprepared	3	0	3
unproductive	1	1	2
unprofessional	1	0	1
unprotected	1	0	1
unquestionable	0	1	1
unrational	1	0	1
unread	3	1	4
unreal	2	3	5
unrealistisch	0	1	1
unreasonable	1	0	1
unreleased	1	0	1
unreliable	1	0	1
unresolved	1	0	1
unrest	1	0	1
unsalted	1	0	1
unsanctioned	1	0	1
unscathed	0	2	2
unscented	1	0	1
unseasonable	1	0	1
unsecured	0	1	1
unsee	0	1	1
unseen	2	0	2
unsettling	1	0	1
unsettlingsaturday	1	0	1
unsigned	0	1	1
unsociable	1	0	1
unsold	1	1	2
unsolved	1	0	1
unspeakable	1	0	1
unspeakably	1	0	1
unspoiled	1	0	1
unstoppable	2	1	3
unstyled	1	0	1
unsubscribe	1	0	1
unsubscribed	1	0	1
unsubscribing	1	0	1
unsuccessful	5	1	6
unsucessful	1	0	1
unsure	2	3	5
unsurprisingly	1	0	1
unsuspecting	0	1	1
unsuspendhisgoldeneyes	0	1	1
unsweetened	0	1	1
untamed	0	1	1
until	301	165	466
untile	1	0	1
untill	8	3	11
untimely	3	0	3
unto	0	1	1
untorn	0	1	1
untouchable	0	1	1
untouched	2	1	3
untrue	3	0	3
unuh	1	0	1
unusal	1	0	1
unused	1	1	2
unusual	3	2	5
unusually	0	2	2
unusuals	2	0	2
unveil	0	1	1
unwanted	3	1	4
unwell	6	0	6
unwillingly	1	1	2
unwind	0	2	2
uo	0	1	1
uofa	0	1	1
uops	1	0	1
up	2522	2100	4622
upadted	0	1	1
upbeat	0	1	1
upbhogta	1	0	1
upcat	1	1	2
upcoming	7	10	17
updat	0	1	1
update	117	82	199
updated	26	45	71
updateddddd	1	0	1
updates	60	70	130
updatesite	1	0	1
updatin	1	0	1
updating	24	20	44
uper	1	0	1
upfront	0	2	2
upfronts	1	0	1
upgrade	21	6	27
upgraded	8	2	10
upgrades	0	1	1
upgrading	3	6	9
uphill	1	1	2
upi	1	0	1
upin	0	1	1
uplanders	0	1	1
uplifter	0	1	1
uplifting	2	0	2
upload	49	22	71
uploaded	11	20	31
uploader	1	0	1
uploadinf	1	0	1
uploading	14	27	41
uploads	3	0	3
upm	1	0	1
upon	7	13	20
uposted	1	0	1
upp	4	10	14
upped	1	0	1
upper	3	6	9
uppers	1	0	1
uppies	0	1	1
uppp	0	4	4
upppp	3	1	4
uppppp	0	1	1
upppppppp	1	0	1
uprava	1	0	1
upright	0	2	2
ups	21	18	39
upset	123	10	133
upsets	4	0	4
upsetted	1	0	1
upsetting	13	0	13
upsettting	1	0	1
upside	10	15	25
upsidesown	1	0	1
upstairs	6	6	12
upstate	3	1	4
upstream	1	1	2
upto	2	1	3
upton	1	0	1
uptown	0	4	4
upwards	1	0	1
upz	1	0	1
uqhhh	1	0	1
ur	250	382	632
urban	6	9	15
urbandictionary	1	0	1
urbies	0	1	1
ure	3	3	6
urg	3	1	4
urge	15	3	18
urged	0	1	1
urgent	3	0	3
urgente	1	0	1
urgently	2	0	2
urggggg	1	0	1
urgghhh	1	0	1
urgh	26	5	31
urghh	1	0	1
urghhh	1	0	1
urghhhh	2	0	2
uribe	1	0	1
uric	1	0	1
urija	0	1	1
urile	0	1	1
urinal	1	0	1
urinate	0	1	1
urine	2	1	3
uriza	0	1	1
url	9	11	20
urlaub	1	1	2
urls	1	1	2
urm	0	1	1
urr	1	0	1
urrrgh	2	0	2
urrrghhhh	1	0	1
urs	4	9	13
urself	4	9	13
urselves	0	1	1
ursula	1	0	1
uruguay	2	1	3
urut	0	1	1
urz	1	0	1
urzzz	1	0	1
us	331	394	725
usa	15	21	36
usage	5	1	6
usando	0	1	1
usapan	0	1	1
usar	1	0	1
usawantsmcfly	0	1	1
usb	4	6	10
usc	3	1	4
usd	2	2	4
use	177	204	381
used	134	106	240
useful	6	18	24
usefull	1	1	2
usefully	0	1	1
usefulness	0	1	1
useing	1	0	1
useless	15	6	21
user	20	14	34
username	6	10	16
usernames	1	1	2
userpic	0	1	1
users	14	12	26
uses	8	5	13
usf	1	0	1
ush	1	0	1
ushdaiuhdiahiusdhas	0	1	1
usher	2	1	3
ushers	1	1	2
using	68	144	212
usko	0	1	1
usmnt	1	1	2
uso	1	0	1
usps	2	0	2
uss	1	1	2
usss	0	1	1
ust	4	2	6
ustream	2	2	4
usual	29	35	64
usually	50	47	97
usualtho	1	0	1
usuaslly	0	1	1
ususal	1	0	1
ut	2	1	3
uta	1	0	1
utah	4	3	7
utat	1	0	1
utc	1	0	1
utd	3	3	6
ute	2	1	3
utem	1	0	1
uterus	0	2	2
utf	0	2	2
utg	1	0	1
uth	0	1	1
uti	1	1	2
utiful	1	2	3
util	0	1	1
utilities	1	0	1
utilizing	0	2	2
utill	1	0	1
utk	2	0	2
utley	0	1	1
utmost	1	0	1
utopian	1	0	1
utrecht	1	0	1
utter	7	1	8
utterly	6	4	10
utube	3	2	5
utv	0	1	1
utwente	0	1	1
uuggghhhh	0	1	1
uuggh	1	0	1
uugghh	1	0	1
uugghhh	1	0	1
uugh	2	0	2
uuh	1	1	2
uuhhmm	0	1	1
uuhm	0	1	1
uur	1	0	1
uuu	1	3	4
uuugggghhh	1	0	1
uuuggghh	1	0	1
uuugghhhh	0	1	1
uuugh	2	0	2
uuuhhh	1	0	1
uuupps	0	1	1
uuurrgghhh	1	0	1
uuuu	1	2	3
uuuugh	1	0	1
uuuummmm	1	0	1
uuuuu	1	1	2
uuuuuh	1	0	1
uuuuuu	0	1	1
uuuuuuu	1	0	1
uuuuuuup	0	1	1
uuuuuuurrrrrrgh	1	0	1
uuuuuuuuh	0	1	1
uuuuuuuuuuurgggggggggggggggg	1	0	1
uv	0	2	2
uve	2	4	6
uverse	2	0	2
uvid	1	0	1
uwan	1	0	1
uweekk	1	0	1
uwi	1	0	1
ux	0	4	4
uxlondon	0	2	2
uy	2	2	4
uz	0	2	2
uztvert	0	1	1
uzzy	0	1	1
va	10	15	25
vaaan	0	1	1
vaaay	0	1	1
vaat	1	0	1
vac	1	1	2
vaca	11	1	12
vacances	0	1	1
vacancy	0	1	1
vacation	73	48	121
vacationed	0	1	1
vacationes	1	0	1
vacationing	1	1	2
vacations	6	3	9
vacaville	1	0	1
vacay	4	5	9
vaccinate	1	1	2
vaccinated	1	0	1
vaccine	3	0	3
vaccines	1	0	1
vactions	0	1	1
vacuum	6	1	7
vacuumed	0	1	1
vad	0	1	1
vadar	0	1	1
vagaries	0	1	1
vagas	0	1	1
vagina	2	2	4
vaginal	0	1	1
vague	0	1	1
vaguely	3	0	3
vain	3	0	3
vaio	2	1	3
vairr	1	0	1
vakil	0	1	1
val	2	3	5
vale	1	0	1
valen	1	0	1
valenki	0	1	1
valentine	1	2	3
valentino	0	1	1
valerie	0	1	1
valeta	0	1	1
valeted	0	1	1
vali	1	0	1
valiantly	1	1	2
valid	2	2	4
validate	0	1	1
validation	1	0	1
valium	0	1	1
vallarta	1	1	2
vallejo	1	0	1
valley	9	9	18
valleyan	0	1	1
valleyfair	1	1	2
valuable	4	1	5
valuables	1	0	1
valuation	1	0	1
value	9	8	17
valued	0	1	1
values	1	2	3
valv	1	0	1
valve	0	1	1
vamos	1	2	3
vamp	0	2	2
vampire	6	13	19
vampires	1	8	9
vamps	0	1	1
vamyyyy	1	0	1
van	10	8	18
vancity	1	0	1
vancouver	9	9	18
vancouverites	0	1	1
vanda	0	1	1
vandaag	0	1	1
vanes	1	0	1
vanessa	6	7	13
vanessaaaa	0	1	1
vanessas	1	0	1
vania	1	1	2
vanilj	0	1	1
vanilla	7	10	17
vanillas	0	1	1
vaniqua	0	1	1
vanished	4	1	5
vanishing	2	0	2
vanity	1	1	2
vanna	0	1	1
vannak	0	1	1
vano	1	0	1
vans	1	0	1
vapor	1	0	1
var	1	1	2
varia	1	0	1
variables	0	1	1
variance	1	0	1
variances	1	0	1
variants	0	1	1
varies	0	1	1
varieties	0	2	2
variety	1	5	6
various	8	8	16
varsha	1	0	1
varsity	1	3	4
varsovia	0	1	1
varun	0	1	1
vary	1	0	1
vasam	1	0	1
vasantham	1	0	1
vasectomy	0	1	1
vaseline	1	0	1
vash	1	0	1
vasline	1	0	1
vast	0	2	2
vastness	1	0	1
vat	3	1	4
vatta	1	0	1
vaudville	1	0	1
vaughan	1	0	1
vaughn	0	4	4
vault	2	3	5
vauxhall	0	1	1
vaycay	1	0	1
vazne	1	0	1
vazut	0	1	1
vb	2	3	5
vball	5	1	6
vbs	3	5	8
vc	1	1	2
vcr	1	1	2
vd	4	0	4
vdb	0	1	1
vdd	1	0	1
vdieo	0	1	1
vdieos	0	1	1
vdo	1	0	1
vdub	1	0	1
ve	174	175	349
vectors	0	1	1
vedder	0	1	1
vedere	0	1	1
vedi	1	0	1
vee	0	2	2
veeeeery	1	0	1
veer	1	0	1
veerrry	0	1	1
veeryyy	0	1	1
veg	5	4	9
vega	1	0	1
vegan	6	11	17
veganism	0	1	1
vegas	56	60	116
vegatarian	1	0	1
vegemite	0	1	1
veges	0	1	1
vegetable	1	3	4
vegetables	2	1	3
vegetarian	6	7	13
vegetarianroadkill	1	0	1
vegetarians	1	0	1
vegeterian	0	1	1
veggie	2	7	9
veggies	4	3	7
vegging	1	1	2
veggy	1	0	1
vegie	0	1	1
vegies	0	1	1
vehemently	1	0	1
vehicle	3	2	5
vehicles	1	2	3
veil	0	1	1
vein	3	0	3
veins	3	1	4
veiny	2	0	2
veiwers	1	0	1
veiws	1	0	1
vejen	0	1	1
velaz	0	1	1
velcro	1	0	1
velocity	0	1	1
velour	1	0	1
velvet	2	3	5
velvetella	0	1	1
vendetta	0	1	1
vending	5	1	6
vendor	0	1	1
vendors	1	1	2
venelia	0	1	1
venezuela	4	3	7
vengaboys	0	1	1
venganza	0	1	1
venice	2	3	5
venison	1	0	1
vent	6	4	10
venti	1	1	2
ventilator	2	0	2
venting	3	4	7
vents	1	0	1
ventttt	1	0	1
ventura	0	1	1
venture	6	3	9
venturing	1	0	1
venu	1	0	1
venue	7	6	13
venues	1	0	1
venus	1	2	3
veolia	0	1	1
vera	2	3	5
verb	0	1	1
verbally	0	1	1
verbatim	0	1	1
verdant	1	0	1
verdasco	1	0	1
verdeutschen	0	1	1
verdict	3	1	4
veresion	0	1	1
verge	4	1	5
verified	1	4	5
verify	1	1	2
verii	1	0	1
verisign	1	0	1
verison	1	0	1
verizon	7	0	7
verkeerd	0	1	1
vermont	1	1	2
vermouth	1	0	1
verne	0	1	1
vernon	0	1	1
vero	2	0	2
veronica	2	2	4
veronicas	4	6	10
verrrrry	1	0	1
verrry	1	0	1
verry	1	3	4
vers	0	1	1
versa	3	5	8
verse	5	2	7
versed	1	0	1
verses	0	1	1
version	43	58	101
versions	6	5	11
versus	0	1	1
vertical	0	1	1
vertically	0	1	1
verticalmouse	1	0	1
vertigo	2	0	2
vertigrounous	1	0	1
veruca	0	1	1
verve	0	2	2
very	625	662	1287
verybadman	0	1	1
verymuchpleased	0	1	1
veryy	3	2	5
veryyy	2	0	2
veryyyyyyy	0	1	1
verze	1	0	1
verzion	1	0	1
vesion	0	1	1
vessel	1	0	1
vest	1	4	5
vestarted	0	1	1
vet	43	4	47
vets	2	2	4
vetsinou	1	0	1
vetst	0	1	1
vettel	1	3	4
vevey	1	0	1
vex	1	0	1
vey	0	1	1
vf	0	1	1
vfc	4	2	6
vfestival	0	1	1
vfv	0	1	1
vg	2	0	2
vgl	1	0	1
vh	1	4	5
vhores	0	1	1
vhs	5	2	7
vi	3	4	7
via	60	97	157
viagra	0	2	2
vian	1	0	1
viatophy	1	0	1
vib	1	0	1
vibe	1	3	4
vibes	4	11	15
vibin	0	1	1
vibrate	3	0	3
vibrates	1	1	2
vibration	1	1	2
vic	2	2	4
vicariously	1	2	3
vice	3	5	8
viciada	0	1	1
viciei	1	0	1
vicious	2	1	3
vicki	1	1	2
vickie	1	0	1
vicks	1	1	2
vicky	5	4	9
vicodin	4	0	4
vics	1	0	1
victim	2	3	5
victimizing	1	0	1
victims	6	3	9
victoire	0	1	1
victor	0	3	3
victoria	7	5	12
victoriaday	0	1	1
victorian	1	0	1
victorias	0	1	1
victories	0	1	1
victorinox	0	1	1
victorious	0	1	1
victory	10	5	15
vid	26	38	64
vida	0	2	2
videeoo	0	1	1
videeooo	0	1	1
videh	0	1	1
video	148	231	379
videocentro	1	0	1
videoclip	0	1	1
videoclips	0	1	1
videogame	0	1	1
videogames	1	0	1
videographer	1	0	1
videoke	2	0	2
videoo	0	1	1
videooo	0	1	1
videoooo	0	1	1
videooooo	0	1	1
videooooooo	1	0	1
videos	44	58	102
videoshoot	0	1	1
vids	9	21	30
vidz	1	0	1
vie	1	2	3
viegl	0	1	1
viehl	0	1	1
viendo	1	4	5
vienk	0	1	1
vienn	1	0	1
vienna	3	0	3
vietnam	3	1	4
vietnamese	1	2	3
view	24	34	58
viewed	0	1	1
viewers	1	0	1
viewership	0	1	1
viewing	4	5	9
viewpoint	1	0	1
viewpoints	0	1	1
views	3	11	14
vigan	0	1	1
vigil	1	0	1
vigilant	1	0	1
vigne	0	1	1
vigor	0	1	1
vii	0	2	2
viist	1	0	1
vijoy	0	1	1
vikas	0	1	1
vikat	1	0	1
vikes	1	0	1
viking	1	1	2
vikings	2	0	2
vile	1	0	1
viles	1	0	1
villa	0	1	1
villafane	1	0	1
village	5	8	13
villages	0	1	1
villain	1	0	1
ville	2	3	5
villian	1	2	3
villin	0	1	1
vim	1	0	1
vimeo	2	1	3
vin	0	1	1
vinaigrette	1	0	1
vince	1	5	6
vincent	2	1	3
vincenza	1	0	1
vinci	2	0	2
vind	0	1	1
vindicia	0	1	1
vine	2	3	5
vinecast	0	1	1
vinegar	3	1	4
vineland	1	0	1
vines	6	10	16
vinner	0	1	1
vinnie	0	1	1
vinny	1	1	2
vino	0	2	2
vintage	2	6	8
vinyl	3	4	7
viola	1	0	1
violated	2	0	2
violations	0	1	1
violence	5	4	9
violens	1	0	1
violent	2	2	4
violently	1	0	1
violet	1	0	1
violin	2	2	4
violins	2	0	2
violinst	0	1	1
vip	10	76	86
viper	1	1	2
vips	0	1	1
viral	1	2	3
virgin	14	3	17
virginia	9	9	18
virginity	0	2	2
viria	1	0	1
virius	1	0	1
virs	1	0	1
virtua	1	0	1
virtual	6	17	23
virtualbox	0	1	1
virtualise	0	1	1
virtually	3	0	3
virtues	0	1	1
viru	1	0	1
virus	22	3	25
viruses	3	1	4
visa	4	8	12
visas	0	1	1
viscceral	1	0	1
viseze	1	0	1
visibility	1	1	2
visible	2	1	3
visibly	0	1	1
visio	2	1	3
vision	9	9	18
visit	57	90	147
visitation	1	0	1
visite	1	0	1
visited	5	10	15
visiting	19	21	40
visitingg	0	1	1
visitng	0	1	1
visitors	4	5	9
visits	5	3	8
visitting	1	1	2
viso	1	0	1
visst	0	1	1
vista	16	5	21
vistors	0	1	1
visu	0	2	2
visual	2	8	10
visualisation	0	1	1
visualise	0	1	1
visualization	0	1	1
visualizing	0	2	2
visuals	0	1	1
vit	2	0	2
vita	1	2	3
vital	0	1	1
vitamin	3	8	11
vitamins	5	3	8
vite	1	0	1
viteza	0	1	1
viu	0	1	1
viva	1	8	9
vivaldi	1	0	1
vive	1	0	1
vivendo	1	0	1
vivere	0	1	1
vivi	2	1	3
vivian	0	1	1
viviana	0	1	1
vivid	0	1	1
vividly	0	1	1
viviene	0	1	1
vivo	0	2	2
viwers	1	0	1
vix	1	0	1
viz	0	2	2
vj	1	1	2
vladimir	0	2	2
vlc	0	2	2
vle	1	0	1
vlismas	0	1	1
vlm	0	1	1
vln	0	1	1
vlog	0	2	2
vlogged	0	1	1
vlogs	1	0	1
vm	4	1	5
vma	1	0	1
vmas	1	1	2
vms	0	1	1
vmware	1	1	2
vn	1	1	2
vnc	1	0	1
vnv	1	0	1
vo	2	1	3
vocab	1	2	3
vocabaulary	1	0	1
vocabulary	0	1	1
vocal	1	5	6
vocals	2	2	4
vocations	0	1	1
voce	1	0	1
vocoder	1	0	1
vodafone	5	1	6
vodaphone	0	1	1
voddie	0	1	1
vodka	12	18	30
vodou	0	1	1
voegel	0	1	1
voggy	2	0	2
vogue	2	1	3
voi	0	1	1
voice	64	56	120
voiced	1	0	1
voiceeeeeeeeee	0	1	1
voiceless	0	1	1
voicelesson	1	0	1
voicemail	4	4	8
voicemails	0	1	1
voiceover	0	1	1
voices	1	4	5
void	2	0	2
voie	1	0	1
voilaa	1	0	1
voioi	1	0	1
vol	0	3	3
volatile	1	0	1
volcano	0	3	3
volchenkov	0	1	1
volcom	1	0	1
voldermort	1	0	1
voleentering	0	1	1
volenteer	1	0	1
volenteering	1	0	1
volka	1	0	1
volkswagen	0	1	1
volkswagon	0	1	1
volleyball	11	7	18
volleyballll	1	0	1
vols	0	1	1
volta	1	0	1
voltage	2	0	2
voltron	0	1	1
volume	3	7	10
volumen	0	1	1
volumes	1	0	1
voluntary	0	1	1
volunteer	2	10	12
volunteered	1	0	1
volunteering	4	5	9
volunteers	4	3	7
volvi	0	1	1
volvic	0	1	1
volvo	3	3	6
vom	1	1	2
vomit	5	3	8
vomiting	5	0	5
vomitted	1	0	1
vomitting	1	0	1
vommed	1	0	1
von	2	2	4
vonnie	0	1	1
voo	0	1	1
voodoo	1	2	3
voom	1	0	1
voor	1	1	2
voou	0	1	1
vortex	2	0	2
vos	0	1	1
votarem	0	1	1
vote	32	92	124
voted	9	31	40
votedd	0	1	1
voteeee	0	1	1
votehandmade	1	0	1
voteing	0	1	1
votemcfly	0	1	1
voter	2	0	2
votes	5	10	15
voting	15	28	43
voto	0	1	1
votto	1	0	1
vou	2	1	3
voucher	1	2	3
vouchers	1	0	1
voucherul	0	1	1
vour	1	0	1
vous	1	1	2
vow	1	0	1
vowed	1	0	1
vowel	0	1	1
vowels	0	1	1
vows	1	0	1
vox	1	3	4
voyage	0	1	1
voyager	2	1	3
voyed	0	1	1
vp	3	1	4
vpice	1	0	1
vpn	0	1	1
vpns	0	1	1
vps	1	1	2
vrea	2	0	2
vredit	1	0	1
vreep	1	0	1
vrsion	0	1	1
vry	1	0	1
vs	34	37	71
vstudio	1	0	1
vstuff	0	1	1
vtm	0	1	1
vu	4	1	5
vuelvas	1	0	1
vuitton	1	1	2
vulcan	2	2	4
vuln	1	0	1
vulnerable	1	0	1
vulture	1	0	1
vundo	1	0	1
vunerable	0	1	1
vurrrry	0	1	1
vv	0	2	2
vvv	1	1	2
vw	2	2	4
vylo	0	1	1
vypad	1	0	1
vyra	0	1	1
vz	0	1	1
wa	9	5	14
waa	4	3	7
waaa	1	2	3
waaaa	3	1	4
waaaaa	1	0	1
waaaaaa	1	0	1
waaaaaaa	1	0	1
waaaaaaaa	0	1	1
waaaaaaaaa	0	1	1
waaaaaaaaaaaaaaaa	1	0	1
waaaaaaaaaaaaaaaaaaaa	1	0	1
waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	1	0	1
waaaaaaaaaaaaay	1	0	1
waaaaaaaaaaah	1	0	1
waaaaaaaaaah	1	0	1
waaaaaaaay	1	0	1
waaaaaaah	1	1	2
waaaaaah	3	0	3
waaaaaasssss	1	0	1
waaaaaay	1	0	1
waaaaah	1	0	1
waaaaay	0	2	2
waaaah	3	0	3
waaaahhh	0	1	1
waaaahhhhh	1	0	1
waaaait	2	0	2
waaaay	5	2	7
waaah	2	1	3
waaahh	1	0	1
waaahhh	1	0	1
waaant	0	2	2
waaatched	0	1	1
waaay	5	5	10
waaayyy	1	0	1
waah	4	1	5
waahhh	1	0	1
waahhhh	1	0	1
waaiiit	0	1	1
waait	1	1	2
waanna	2	0	2
waarrrkk	1	0	1
waay	1	0	1
waayayyyy	1	0	1
waayy	1	0	1
wabbit	0	1	1
wabt	1	0	1
wached	0	1	1
waching	1	1	2
wacimia	1	0	1
wack	8	6	14
wackity	0	1	1
wacko	1	0	1
wacky	1	0	1
wacthing	0	1	1
wad	0	2	2
waddup	0	1	1
wade	1	1	2
waded	1	1	2
wading	1	0	1
waduh	0	1	1
wafer	0	1	1
waffle	5	11	16
wafflehouse	0	1	1
waffles	3	5	8
waffless	1	0	1
wage	1	1	2
waged	1	0	1
wagon	3	6	9
wah	12	6	18
waha	0	1	1
wahaha	0	1	1
wahahaha	0	2	2
wahanda	0	1	1
wahay	0	1	1
wahey	1	3	4
wahh	7	1	8
wahhh	2	0	2
wahhhh	4	0	4
wahhhhh	3	0	3
wahhhhhhh	1	0	1
wahhhhhhhh	2	0	2
wahhhhhhhhhh	1	0	1
wahhhhhhhhhhhhhh	1	0	1
wahlberg	1	0	1
wahoo	1	0	1
wahooo	1	1	2
wahoooooooo	0	1	1
wahts	2	0	2
waiiit	0	1	1
waiit	0	1	1
waikiki	0	1	1
wail	1	0	1
wailing	1	1	2
wails	0	1	1
wainwright	1	0	1
waise	0	1	1
waist	2	4	6
waisted	1	1	2
waisting	1	1	2
wait	396	681	1077
waited	21	3	24
waiten	1	0	1
waiter	1	0	1
waiters	0	1	1
waith	0	1	1
waitin	12	18	30
waiting	298	231	529
waitinv	0	1	1
waitress	1	1	2
waitresses	1	0	1
waits	2	2	4
waitwait	0	1	1
wajib	1	0	1
wak	1	0	1
waka	0	2	2
wake	146	80	226
wakeboard	1	2	3
wakeboarding	1	1	2
waked	1	0	1
wakeeney	1	0	1
wakeii	0	2	2
waken	1	0	1
wakes	10	6	16
wakeskating	1	0	1
wakesurfing	1	0	1
wakeup	1	0	1
wakey	0	3	3
wakin	4	0	4
waking	61	47	108
wakk	1	0	1
wal	6	2	8
wala	5	0	5
walah	1	0	1
walang	1	0	1
walcott	0	1	1
waldini	0	1	1
waldo	2	1	3
wales	5	11	16
walgeeens	1	0	1
walgreens	1	0	1
walibi	0	1	1
walk	109	92	201
walkable	1	0	1
walked	31	20	51
walken	0	1	1
walker	0	4	4
walkforlife	0	1	1
walkiin	1	0	1
walkin	5	6	11
walking	56	46	102
walkman	0	1	1
walkmen	0	1	1
walks	6	5	11
walkthrough	0	1	1
wall	27	27	54
walla	0	1	1
wallace	3	3	6
waller	1	0	1
wallet	13	5	18
wallets	1	0	1
wallingford	0	1	1
wallmans	1	0	1
wallmart	1	0	1
walloon	0	1	1
wallow	1	0	1
wallowing	1	0	1
wallpaper	1	7	8
wallpapers	1	3	4
walls	5	8	13
wally	2	1	3
walmart	8	8	16
walnut	2	0	2
walnuts	1	0	1
walse	1	0	1
walshy	1	0	1
walt	1	2	3
walter	4	0	4
walton	2	0	2
wam	1	0	1
wambo	0	1	1
wambulance	0	1	1
wamt	1	0	1
wan	5	8	13
wana	19	10	29
wanasa	1	0	1
wand	1	2	3
wanda	0	2	2
wander	2	1	3
wandered	1	0	1
wanderer	1	0	1
wanderers	0	1	1
wandering	5	4	9
wandern	0	1	1
wanders	0	1	1
wandi	0	1	1
waneee	1	0	1
wang	0	1	1
wangle	0	1	1
wani	0	1	1
waning	1	0	1
wank	3	0	3
wanka	0	1	1
wanker	1	1	2
wankers	2	0	2
wanking	1	0	1
wann	2	0	2
wanna	602	226	828
wanne	0	1	1
wannna	1	0	1
wannnnnnnna	1	0	1
wannnt	1	0	1
wannting	1	0	1
want	1516	604	2120
wantd	1	0	1
wanted	237	105	342
wantedd	1	0	1
wantin	2	1	3
wanting	39	20	59
wants	236	84	320
wantz	1	0	1
wany	1	0	1
waot	1	0	1
